    0     0       0.00000
    0     1       0.00000
    0     2       0.00000
    0     3       0.00000
    0     4       0.00000
    0     5       0.00000
    0     6       0.00000
    0     7       0.00000
    0     8       0.00000
    0     9       0.00000
    0    10       0.00000
    0    11       0.00000
    0    12       0.00000
    0    13       0.00000
    0    14       0.00000
    0    15       0.00000
    0    16       0.00000
    0    17       0.00000
    0    18       0.00000
    0    19       0.00000
    0    20       0.00000
    0    21       0.00000
    0    22       2.34902
    0    23       8.16471
    0    24      17.50980
    0    25      16.81569
    0    26      13.06667
    0    27       8.00000
    0    28       8.51373
    0    29      19.10588
    0    30      21.65490
    0    31      17.96470
    0    32      13.04706
    0    33      14.93334
    0    34      16.02353
    0    35      13.48627
    0    36       7.10196
    0    37      21.07059
    0    38      24.19216
    0    39      17.49020
    0    40      35.04706
    0    41      36.02353
    0    42      30.05883
    0    43      17.41961
    0    44      12.05882
    0    45       7.58431
    0    46       6.39608
    0    47      15.12549
    0    48      21.08236
    0    49      22.40000
    0    50      46.45490
    0    51      48.09412
    0    52      38.92548
    0    53      26.28236
    0    54      19.12549
    0    55      17.07451
    0    56      24.23529
    0    57      21.30196
    0    58      23.06275
    0    59      27.30588
    0    60      24.74510
    0    61      25.61961
    0    62      22.29804
    0    63      19.83137
    0    64      22.24314
    0    65      28.85882
    0    66      20.05490
    0    67      15.73726
    0    68      20.49804
    0    69      24.78039
    0    70      32.89804
    0    71      35.30980
    0    72      31.44706
    0    73      24.40000
    0    74      21.88235
    0    75      21.67059
    0    76      28.23137
    0    77      25.24314
    0    78      15.30980
    0    79      12.43922
    0    80      16.83529
    0    81      20.82353
    0    82      21.04314
    0    83      26.61568
    0    84      27.30980
    0    85      23.69020
    0    86      16.94510
    0    87      15.63137
    0    88      30.33333
    0    89      38.64312
    0    90      46.93725
    0    91      35.12941
    0    92      14.70196
    0    93      23.18431
    0    94      22.26274
    0    95      17.32941
    0    96      14.62745
    0    97      12.29804
    0    98      20.52549
    0    99      36.18038
    0   100      48.90196
    0   101      34.75294
    0   102      11.02745
    0   103      14.66275
    0   104      14.45490
    0   105      23.14118
    0   106      26.79216
    0   107      20.20000
    0   108      13.51765
    0   109      14.46667
    0   110      16.59216
    0   111      15.75686
    0   112      10.51765
    0   113      11.02353
    0   114       7.55686
    0   115       0.21569
    0   116       0.00000
    0   117       0.00000
    0   118       0.00000
    0   119       0.00000
    0   120       0.00000
    0   121       0.00000
    0   122       0.00000
    0   123       0.00000
    0   124       0.00000
    0   125       0.00000
    0   126       0.00000
    0   127       0.00000
    0   128       0.00000
    0   129       0.00000
    0   130       0.00000
    0   131       0.00000
    0   132       0.00000
    0   133       0.00000
    0   134       0.00000
    0   135       0.00000
    0   136       0.00000
    0   137       0.00000
    0   138       0.00000
    0   139       0.00000
    0   140       0.00000
    0   141       0.00000

    1     0       0.00000
    1     1       0.00000
    1     2       0.00000
    1     3       0.00000
    1     4       0.00000
    1     5       0.00000
    1     6       0.00000
    1     7       0.00000
    1     8       0.00000
    1     9       0.00000
    1    10       0.00000
    1    11       0.00000
    1    12       0.00000
    1    13       0.00000
    1    14       0.00000
    1    15       0.00000
    1    16       0.00000
    1    17       0.00000
    1    18       0.00000
    1    19       0.00000
    1    20       0.00000
    1    21       2.34902
    1    22       8.16471
    1    23      11.03137
    1    24       6.23921
    1    25      11.47451
    1    26      16.57647
    1    27      11.08627
    1    28      12.00000
    1    29      15.32941
    1    30      16.57255
    1    31      13.12157
    1    32      19.05883
    1    33      23.32549
    1    34      16.14510
    1    35       5.75686
    1    36      13.37255
    1    37      18.10196
    1    38      23.49412
    1    39      19.17255
    1    40      36.63922
    1    41      36.34510
    1    42      31.32549
    1    43      14.70196
    1    44      10.54902
    1    45       6.77255
    1    46      15.12549
    1    47      17.18824
    1    48      16.44706
    1    49      18.25883
    1    50      43.72157
    1    51      48.20784
    1    52      37.81960
    1    53      20.94902
    1    54      18.36079
    1    55      27.01176
    1    56      27.17647
    1    57      20.25098
    1    58      18.92157
    1    59      26.03137
    1    60      30.43921
    1    61      25.81961
    1    62      20.05490
    1    63      12.60000
    1    64      22.58431
    1    65      24.74510
    1    66      20.29804
    1    67      26.41569
    1    68      26.30196
    1    69      25.85098
    1    70      24.05882
    1    71      33.85882
    1    72      30.07451
    1    73      23.98431
    1    74      20.46667
    1    75      28.25882
    1    76      29.59608
    1    77      22.77255
    1    78      16.91765
    1    79      12.61569
    1    80      12.84706
    1    81      16.52549
    1    82      28.53725
    1    83      30.50588
    1    84      23.97255
    1    85      21.30980
    1    86      21.40784
    1    87      21.68235
    1    88      21.70196
    1    89      31.82351
    1    90      43.27451
    1    91      37.88628
    1    92      21.12549
    1    93      24.54510
    1    94      21.88235
    1    95      18.25490
    1    96      14.88235
    1    97      16.16079
    1    98      17.88235
    1    99      29.93334
    1   100      42.68235
    1   101      36.84314
    1   102      11.61176
    1   103      15.59608
    1   104      26.47843
    1   105      23.85491
    1   106      18.00392
    1   107      19.65490
    1   108      20.66275
    1   109      15.05882
    1   110       9.85490
    1   111       7.07451
    1   112       9.03137
    1   113      11.43922
    1   114      10.04706
    1   115       7.53333
    1   116       0.21569
    1   117       0.00000
    1   118       0.00000
    1   119       0.00000
    1   120       0.00000
    1   121       0.00000
    1   122       0.00000
    1   123       0.00000
    1   124       0.00000
    1   125       0.00000
    1   126       0.00000
    1   127       0.00000
    1   128       0.00000
    1   129       0.00000
    1   130       0.00000
    1   131       0.00000
    1   132       0.00000
    1   133       0.00000
    1   134       0.00000
    1   135       0.00000
    1   136       0.00000
    1   137       0.00000
    1   138       0.00000
    1   139       0.00000
    1   140       0.00000
    1   141       0.00000

    2     0       0.00000
    2     1       0.00000
    2     2       0.00000
